coin,date,price,daily_pct_change,market_cap_billion,total_volume_billion
bitcoin,2024-04-20 00:00:00,63988.818471785664,0.8307793017604759,1263.308149913607,52.22778732381757
bitcoin,2024-04-21 00:00:00,64894.41869109179,1.4152476025251604,1277.940837359785,16.601830590687474
bitcoin,2024-04-22 00:00:00,64936.4207567739,0.06472369508701,1279.7635664073762,19.59211854118973
bitcoin,2024-04-23 00:00:00,66841.66685207361,2.9340177254856936,1317.0586428542856,27.748586313206108
bitcoin,2024-04-24 00:00:00,66406.95244392671,-0.6503644038515111,1306.843409278049,23.23223078520184
bitcoin,2024-04-25 00:00:00,64279.51812857524,-3.2036319045778416,1265.541377860928,30.939903322025895
bitcoin,2024-04-26 00:00:00,64486.183359158975,0.3215102362316369,1269.387456067624,24.70534552557077
bitcoin,2024-04-27 00:00:00,63802.330049258766,-1.0604648535197936,1255.5393379694694,23.302057197884682
bitcoin,2024-04-28 00:00:00,63517.248743409626,-0.4468195842205813,1249.4953023034911,19.190483386063878
bitcoin,2024-04-29 00:00:00,63030.433616681854,-0.7664298066409558,1240.7247513658822,16.180294651046637
bitcoin,2024-04-30 00:00:00,63797.67963589958,1.2172627970223229,1257.1591312190603,27.242983698212342
bitcoin,2024-05-01 00:00:00,60749.47209216387,-4.7779285408688255,1197.7739599858767,39.533113322049374
bitcoin,2024-05-02 00:00:00,58297.57407532549,-4.036081191155983,1151.6774893151535,51.109380171692614
bitcoin,2024-05-03 00:00:00,59135.1733607733,1.4367652492118357,1164.721402399166,28.25550974549032
bitcoin,2024-05-04 00:00:00,62839.34073569376,6.263898733029816,1239.817041554716,33.59166581221243
bitcoin,2024-05-05 00:00:00,63820.451902924986,1.5613008598512224,1257.5495830833145,20.510614461479218
bitcoin,2024-05-06 00:00:00,64010.00865210892,0.2970156799771084,1259.6672344612873,18.115695040201985
bitcoin,2024-05-07 00:00:00,63172.48129551341,-1.3084318753140978,1244.4179483157584,17.91777017427797
bitcoin,2024-05-08 00:00:00,62363.057191718624,-1.2812922449704,1229.336706399346,19.925137720849452
bitcoin,2024-05-09 00:00:00,61215.50400879193,-1.8401169451953687,1203.9185224765404,20.303831135373127
bitcoin,2024-05-10 00:00:00,63148.59994309703,3.157853497420282,1240.9106912536274,25.837724247550423
bitcoin,2024-05-11 00:00:00,60888.21674957157,-3.579466837843248,1199.393711200297,23.987518755480533
bitcoin,2024-05-12 00:00:00,60776.97207917213,-0.1827031178412985,1197.102943502234,12.120618802065383
bitcoin,2024-05-13 00:00:00,61507.05400412135,1.201247610687406,1211.2775234485787,13.045696108912676
bitcoin,2024-05-14 00:00:00,62878.783300729294,2.230198338740186,1238.994152713125,27.74046008360181
bitcoin,2024-05-15 00:00:00,61569.1130057734,-2.0828492954326983,1212.998352772157,21.58189515231416
bitcoin,2024-05-16 00:00:00,66220.51831432826,7.554770698286162,1307.0488491764168,38.10179306515294
bitcoin,2024-05-17 00:00:00,65260.879803346186,-1.449155843853367,1286.2789196840836,29.114585833349683
bitcoin,2024-05-18 00:00:00,67053.12326509564,2.7462753599861056,1319.23839409013,25.397793918993532
bitcoin,2024-05-19 00:00:00,66912.61861403697,-0.2095422915695977,1319.9285228816436,13.025487675845127
bitcoin,2024-05-20 00:00:00,66252.71259591613,-0.9862205840833748,1304.7271085976988,9.072734600009218
bitcoin,2024-05-21 00:00:00,71430.29700215145,7.814901765327065,1406.288649446611,35.9234766414359
bitcoin,2024-05-22 00:00:00,70189.8358177002,-1.736603705307138,1382.2754707975669,41.10505657801701
bitcoin,2024-05-23 00:00:00,69181.20085677762,-1.4370100017646936,1362.228629448754,31.05944049591766
bitcoin,2024-05-24 00:00:00,67906.46534276106,-1.842603912955454,1336.3473003063812,39.23570211925446
bitcoin,2024-05-25 00:00:00,68539.91646552991,0.9328288839236089,1350.7643285363708,28.127411967182773
bitcoin,2024-05-26 00:00:00,69268.44558973772,1.0629267757777283,1363.9978512948164,15.929396750116021
bitcoin,2024-05-27 00:00:00,68508.83110875699,-1.0966241186929016,1349.351520129172,11.24374377114791
bitcoin,2024-05-28 00:00:00,69367.23871755725,1.2529882569993769,1366.9313053890394,18.983806932464343
bitcoin,2024-05-29 00:00:00,68316.63588049631,-1.5145519073329172,1347.5426734283017,31.278122196185002
bitcoin,2024-05-30 00:00:00,67577.26558995963,-1.0822697590525898,1331.7340298353336,24.32069213762038
bitcoin,2024-05-31 00:00:00,68372.49288434093,1.1767674933853112,1346.147846430124,25.344376897716884
bitcoin,2024-06-01 00:00:00,67474.95483698409,-1.3127180383419867,1331.6064118228157,19.68530547645948
bitcoin,2024-06-02 00:00:00,67704.32641811523,0.3399358794463625,1333.6495559353523,10.72405332455672
bitcoin,2024-06-03 00:00:00,67740.01690222476,0.0527152192447921,1335.9305706897126,16.137350587750422
bitcoin,2024-06-04 00:00:00,68808.29368590549,1.577024678370953,1355.4848201070865,29.862293749910688
